ESP Spain F L8 2014 125
ESP Spain M L8 2014 395
ESP Spain T L8 2014 520
ESP Spain F L8 2015 175
ESP Spain M L8 2015 551
ESP Spain T L8 2015 726
ESP Spain F L8 2016 170
ESP Spain M L8 2016 605
ESP Spain T L8 2016 775
ESP Spain F L8 2017 228
ESP Spain M L8 2017 730
ESP Spain T L8 2017 958
EST Estonia F L6 2013 82
EST Estonia M L6 2013 310
EST Estonia T L6 2013 392
EST Estonia F L6 2014 92
EST Estonia M L6 2014 279
EST Estonia T L6 2014 371
EST Estonia F L6 2015 97
EST Estonia M L6 2015 262
EST Estonia T L6 2015 359
EST Estonia F L6 2016 117
EST Estonia M L6 2016 324
EST Estonia T L6 2016 441
EST Estonia F L6 2017 130
EST Estonia M L6 2017 341
EST Estonia T L6 2017 471
EST Estonia F L7 2013 53
EST Estonia M L7 2013 114
EST Estonia T L7 2013 167
EST Estonia F L7 2014 55
EST Estonia M L7 2014 95
EST Estonia T L7 2014 150
EST Estonia F L7 2015 52
EST Estonia M L7 2015 89
EST Estonia T L7 2015 141
EST Estonia F L7 2016 57
EST Estonia M L7 2016 138
EST Estonia T L7 2016 195
EST Estonia F L7 2017 70
EST Estonia M L7 2017 153
EST Estonia T L7 2017 223
EST Estonia F L8 2010 2
EST Estonia M L8 2010 10
EST Estonia T L8 2010 12
EST Estonia F L8 2011 4
EST Estonia M L8 2011 13
EST Estonia T L8 2011 17
EST Estonia F L8 2012 2
EST Estonia M L8 2012 12
EST Estonia T L8 2012 14
EST Estonia F L8 2013 1
EST Estonia M L8 2013 12
EST Estonia T L8 2013 13
EST Estonia F L8 2014 0
EST Estonia M L8 2014 9
EST Estonia T L8 2014 9
EST Estonia F L8 2015 5
EST Estonia M L8 2015 11
EST Estonia T L8 2015 16
EST Estonia F L8 2016 2
EST Estonia M L8 2016 14
EST Estonia T L8 2016 16
EST Estonia F L8 2017 6
EST Estonia M L8 2017 13
EST Estonia T L8 2017 19
FIN Finland F L6 2010 447
FIN Finland M L6 2010 1935
FIN Finland T L6 2010 2382
FIN Finland F L6 2011 273
FIN Finland M L6 2011 783
FIN Finland T L6 2011 1056
